CS_COMPANY_ID|BUSINESS_NAME|COMPANY_REGISTRATION_NUMBER|ADDRESS1|ADDRESS2|ADDRESS3|ADDRESS4|ADDRESS5|ADDRESS_TYPE
BE00041047|SYNDICAT D'INITIATIVE DE BASTOGNE - SOCIETE ROYALE ASBL|407890740|PLACE MAC-AULIFFE|60||6600|BASTOGNE|1
BE00041494|SANTÉ ET PRÉVOYANCE ASBL|407961214|RUE SAINT-LUC|8||5004|NAMUR|1
BE00041536|LABORATORIUM COSDAM - LABORATOIRE COSDAM NV|407966855|SIMON DE HEUVELLAAN|4||2110|WIJNEGEM|1
BE00042534|COMITÉ SCOLAIRE DE L'ECOLE SAINT-AGNÈS - POUVOIR ORGANISATEUR ASBL|408129379|RUE DES ECOLES|26||1330|RIXENSART|1
BE00043261|ASSOCIATION BELGE DES SYNDICATS MÉDICAUX - BRUXELLES VZW|408252511|CHAUSSÉE DE LA HULPE|150||1170|WATERMAEL-BOITSFORT|1
BE00043595|KONINKLIJKE HOGER OP WOLVERTEM MERCHTEM VZW|408303979|VEILINGLAAN|66||1861|MEISE|1
BE00043612|NOVA ENGINEERING NV|408306553|HENDRIK VAN VELDEKESINGEL|150||3500|HASSELT|1
BE00043849|ORGANISATION IMMOBILIERE SRL|408349412|AVENUE DE LA TOISON D'OR|23||1000|BRUXELLES|1
BE00044946|ASSISTANCE DISCRÈTE À L'ENFANCE DÉFAVORISÉE ASBL|408533514|CHAUSSÉE DE TIRLEMONT|256||1370|JODOIGNE|1
BE00045261|ERFGOED WETTEREN VZW|408574391|MARKT|1||9230|WETTEREN|1
BE00045355|ROYAL SYNDICAT D'INITIATIVE DE BRAINE-LE-CHÂTEAU ASBL|408587259|GRAND'PLACE|20||1440|BRAINE-LE-CHÂTEAU|1
BE00045444|HERTOGELIJKE HEEMKUNDIGE KRING HET LAND VAN BEVEREN VZW|408598543|ANNA PIERSDREEF|2||9120|BEVEREN|1
BE00046131|VERENIGING DER PAROCHIALE WERKEN DEKENAAT BIERBEEK VZW|408684853|DORPSSTRAAT|26||3360|BIERBEEK|1
BE00048683|ASSOCIATION NATIONALE BELGE CONTRE LA TUBERCULOSE - BELGISCHE NATIONALE VERENIGING TEGEN DE TUBERCULOSE ASBL|409003369|AVENUE ALFRED SOLVAY|5||1170|WATERMAEL-BOITSFORT|1
BE00048977|BASKETBALCLUB PANTERS BAASRODE VZW|409042763|MOLENBERG |25||9200|DENDERMONDE|1
BE00049685|CENTRES POUR HANDICAPES SENSORIELS ASBL|409145604|CHAUSSÉE DE WATERLOO|1510||1180|UCCLE|1
BE00049787|PLEIN VENT ASBL|409161737|RUE PRAVÉE|32||4218|HÉRON|1
BE00051203|BUNDELING ZORGINITIATIEVEN OOSTENDE VZW|409362665|ZEEDIJK|286-288||8400|OOSTENDE|1
BE00052250|ROYAL SYNDICAT D'INITIATIVE  D'EREZEE VZW|409503316|RUE DU PONT-D'EREZÉE, FISENNE|1A||6997|EREZÉE|1
BE00052505|FAMILIEHULP VZW|409533604|RUE ROYALE|294||1210|SAINT-JOSSE-TEN-NOODE|1
BE00054855|HOUTSTUDIE CENTRUM VZW|409815102|DEURNESTRAAT|54||2640|MORTSEL|1
BE00055083|INSTITUT CATHOLIQUE DES HAUTES ETUDES COMMERCIALES ASBL|409842420|BOULEVARD BRAND WHITLOCK|2||1150|WOLUWE-SAINT-PIERRE|1
BE00055693|JEUNE ET CITOYEN ASBL|409920416|RUE DU MARTEAU|19||1000|BRUXELLES|1
BE00055849|COLLEGE DE LA LYS ASBL|409938727|RUE ROMAINE|40||7780|COMINES-WARNETON|1
BE00056598|LANDELIJKE GILDEN VZW|410028601|DIESTSEVEST|40||3000|LEUVEN|1
BE00056750|KONINKLIJKE HARMONIE SINT-LAURENTIUS OOSTMALLE VZW|410048593|LIERSELEI|17||2390|MALLE|1
BE00056950|HUIS LOUIS MINARD VZW|410072745|GROTE HUIDEVETTERSHOEK|8||9000|GENT|1
BE00057347|WIT-GELE KRUIS VAN LIMBURG VZW|410120651|WELZIJNSCAMPUS|25||3600|GENK|1
BE00057604|LA JEUNE PEINTURE BELGE, FONDATION RENÉ LUST - RAYMOND DELHAYE VZW|410152424|RUE SAINT-DENIS|132||1190|FOREST|1
BE00057928|PAROCHIALE WERKEN H. GERARDUS VZW|410194390|PUTWEG|2||9255|BUGGENHOUT|1
BE00058135|ZUSTERS DIENSTMAAGDEN VAN MARIA VZW|410219631|PASTOOR TERMOTESTRAAT|2||8750|WINGENE|1
BE00058378|PAROCHIALE WERKEN SINT - MEDARD,  WIJTSCHATE - HEUVELLAND VZW|410250216|BOSSENSTRAAT|10||8953|HEUVELLAND|1
BE00059879|PAROCHIAAL COMITÉ OOSTHAM VZW|410432734|HELDENPLEIN|13||3945|HAM|1
BE00060391|ROYAL PERONNES YACHT CLUB ASBL|410495387|AVENUE DU LAC|44||7640|ANTOING|1
BE00060470|LES INSTITUTS NOTRE-DAME DE PHILIPPEVILLE ASBL|410505087|RUE EGLISE-ST-PHILIPPE|10A||5600|PHILIPPEVILLE|1
BE00060471|LES OEUVRES PAROISSIALES DU DOYENNÉ DE PHILIPPEVILLE VZW|410505186|RUE EGLISE-ST-PHILIPPE|3||5600|PHILIPPEVILLE|1
BE00061473|OEUVRE DES COLONIES SCOLAIRES DE SCHAERBEEK VZW|410628615|GRANDE RUE AU BOIS|80||1030|SCHAERBEEK|1
BE00062003|SOLIDARITEIT GEZONDHEIDS- EN SOCIALE EN CULTURELE WERKEN VZW|410692951|ZUIDSTRAAT|14||9600|RONSE|1
BE00062957|KONINKLIJKE DUIVENLIEFHEBBERSMAATSCHAPPIJ DE EENDRACHT SINT-TRUIDEN VZW|410808163|TERBIEST|83||3800|SINT-TRUIDEN|1
BE00063199|UNION ET PHILANTHROPIE VZW|410837659|RUE DE LAEKEN|79||1000|BRUXELLES|1
BE00064625|INSTITUUT VAN DE URSULINEN VAN O.-L.-V.-WAVER VZW|411008794|BOSSTRAAT|9 B||2861|SINT-KATELIJNE-WAVER|1
BE00064738|SYMFONIEORKEST  VLAANDEREN VZW|411022553|BIJLOKEKAAI|8||9000|GENT|1
BE00065315|BELGISCHE VERENIGING VAN ARTSENSYNDICATEN - ASSOCIATION BELGE DES SYNDICATS MEDICAUX VZW|411100351|CHAUSSÉE DE LA HULPE|150||1170|WATERMAEL-BOITSFORT|1
BE00065674|AVPS CONSULTING BV|411569020|HET INNEMEN|78||2930|BRASSCHAAT|1
BE00068178|BUREAU D'ETUDES DELTA G.C. SA|411903174|BLD EMILE-DE-LAVELEYE|40||4020|LIÈGE|1
BE00069103|TESSENDERLO GROUP NV|412101728|RUE DU TRÔNE|130||1050|IXELLES|1
BE00069511|ARIJS - VAN NIEUWENHOVE NV|412420739|HAGEVELDSTRAAT|11||9470|DENDERLEEUW|1
BE00069520|SAINT-HUBERT PÉTANQUE CLUB ASBL|412422422|AVENUE DES CHASSEURS-ARDENNAIS|7||6870|SAINT-HUBERT|1
BE00071065|BESCHÜTZENDE WERKSTÄTTE-DIE ZUKUNFT - AMEL, BÜLLINGEN, BURG REULAND, BÜTGENBACH, SANKT-VITH VZW|412748262|MEYERODE,JÄSEBERG|12||4770|AMEL|1
BE00071230|GROEP GORIS VERZEKERINGEN NV|412785181|MUIZENSTEENWEG|6||2820|BONHEIDEN|1
BE00071359|KONTICH BASKETBALCLUB VZW|412814875|RAUWAARD|9||2550|KONTICH|1
BE00072085|JUWELEN EMKA NV|412964929|MINISTER TACKLAAN|77||8500|KORTRIJK|1
BE00072257|FORUM SA|413003432|AVENUE DE LA FORESTERIE|2||1170|WATERMAEL-BOITSFORT|1
BE00074084|HUB-KUBRUSSEL VZW|413332341|RUE MONTAGNE AUX HERBES POTAGÈRES|26||1000|BRUXELLES|1
BE00075431|WIELERCLUB BERG-OP -EVERSEL VZW|413556629|KANAALWEG|86||3550|HEUSDEN-ZOLDER|1
BE00075683|GENKER WATERSPORT VERENIGING VZW|413610572|BRENTJESTRAAT|12||3600|GENK|1
BE00075712|HINO MOTORS (EUROPE) NV NV|413616908|BLARENBERGLAAN|19||2800|MECHELEN|1
BE00076427|ECRAN BVBA|413762606|BOUWENSSTRAAT|27||2140|ANTWERPEN|1
BE00077049|LA RULLES ASBL|413874254|RUE DU ROUTEUX,RULLES|6||6724|HABAY|1
BE00077099|REAL CORPORATION NV|413888211|KLUIZENHOF|25||9170|SINT-GILLIS-WAAS|1
BE00077157|OPDORP BV|413896822|KARNEMELKSTRAAT|3||9060|ZELZATE|1
BE00077686|PAROCHIALE WERKEN VAN ERPE VZW|414001938|LEEDSESTEENWEG|200||9420|ERPE-MERE|1
BE00078158|CARABINE-CLUB AMAY THIERS ASBL|414088545|RUE DES SPORTS|47||4540|AMAY|1
BE00078215|BELGIAN RISK MANAGEMENT ASSOCIATION ASBL|414101611|AVENUE DE TERVUEREN|273||1150|WOLUWE-SAINT-PIERRE|1
BE00078644|BEROEPSVERENIGING VOOR ACCOUNTANTS, BEDRIJFSREVISOREN, BOEKHOUDERS EN FISCALE BEROEPSBEOEFENAARS VZW|414183763|PRESIDENT KENNEDYPARK|31A||8500|KORTRIJK|1
BE00079458|KODAK SA/NV NV|414358660|EXCELSIORLAAN|87||1930|ZAVENTEM|1
BE00079505|LES ATELIERS POPULAIRES VZW|414372716|RUE HAUTE|88||1000|BRUXELLES|1
BE00079827|TRAVEX SA|414435171|PARVIS DE LA TRINITÉ|8||1050|IXELLES|1
BE00081393|VISSERSCLUB DE SNOEK ALKEN VZW|414738841|RIJDREEF|37||3570|ALKEN|1
BE00082356|DELTACOPTER SRL|414925121|RUE DE L'INDUSTRIE|12||1400|NIVELLES|1
BE00083149|HUPE FRÈRES SA|415074084|CHAUSSÉE DE CHARLEROI|501||6220|FLEURUS|1
BE00083976|ETS FLORIN SRL|415232650|RUE DE MENIN|524||7700|MOUSCRON|1
BE00084037|CONFÉDÉRATION DES ORGANISATIONS DE JEUNESSE ASBL|415242746|RUE EMILE FERON|147-153||1060|SAINT-GILLES|1
BE00084083|FÉDÉRATION INTERNATIONALE DES MOUVEMENTS D'ADULTES RURAUX CATHOLIQUES IVZW|415251060|RUE JAUMAIN|15||5330|ASSESSE|1
BE00084152|ASSOCIATION DES CONSTANTINOPOLITAINS DE BELGIQUE ASBL|415267886|GRENSSTRAAT|7||1831|MACHELEN (BRAB.)|1
BE00084358|COMBUTEC NV|415302926|IJZERENWEGLEI|2b||2640|MORTSEL|1
BE00085540|PADVINDERS VAN SINT-STANISLAS 8E SCOUTSGROEP - ANTWERPEN VZW|415522462|SINT-HUBERTUSSTRAAT|8||2600|ANTWERPEN|1
BE00087089|SEPTODONT NV-SA SA|415827815|AVENUE DE LA CONSTITUTION|87||1083|GANSHOREN|1
BE00087900|TRAITEUR FOODS BV|415987864|HOOGBUUL|1||2250|OLEN|1
BE00088274|JEUNESSE SPORTIVE DE TAVIGNY ASBL|416059130|BURET|2||6662|HOUFFALIZE|1
BE00088978|GARAGE DE PLECKER - PAUWELS NV|416203541|ROBBROEKSTRAAT|11||1840|LONDERZEEL|1
BE00089276|BERKENBROEK NV|416261642|BERKENBROEKSTRAAT|1||3960|BREE|1
BE00089383|PHILENOR SA|416283814|CHAUSSÉE D'ALSEMBERG|1264||1180|UCCLE|1
BE00089660|BORLUUT  DEKENIJ SINT - DENIJS - WESTREM VZW|416335975|SIMON BENINGLAAN|4||9051|GENT|1
BE00090634|KEMPISCHE VERENIGING VOOR WINDHONDENRENNEN BERINGEN VZW|416520176|PAALSESTEENWEG|91||3580|BERINGEN|1
BE00091547|VERBIMMO NV|416708634|BONDGENOTENLAAN|119||3000|LEUVEN|1
BE00091666|JAN BLONDEEL & ZOON ALGEMENE BOUWWERKEN BV|416730311|LEDEZIJDESTRAAT|59||9340|LEDE|1
BE00092005|NARRENKLUB VZW|416807911|BOSHOEK|118||2530|BOECHOUT|1
BE00092100|TUI BELGIUM RETAIL NV|416827707|LUCHTHAVEN BRUSSEL NATIONAAL|40P||1930|ZAVENTEM|1
BE00094615|RÉNOVATION DU CORTÈGE D'ATH ASBL|417316269|RUE DE PINTAMONT|66||7800|ATH|1
BE00095372|ETABLISSEMENTS THIEBAUT - SONNET SRL|417461175|RUE ERNEST MONTELLIER, ZI, NOV.|20||5380|FERNELMONT|1
BE00095490|LE CONDROZ CULTUREL ASBL|417487406|RUE DU CHÂTEAU|9||5370|HAVELANGE|1
BE00095674|PECS STABLES NV|417521949|BLOEMENHOF|4||2500|LIER|1
BE00096836|EDEGEMS VOLKSKUNSTKOMITEE VZW|417754947|KLAVERENAARD|9||2650|EDEGEM|1
BE00097195|SPLLENDOR BV|417823639|CHURCHILLLAAN|194||2900|SCHOTEN|1
BE00097395|VANDA BVBA|417861944|HEIDESTRAAT|147-149||2070|ZWIJNDRECHT|1
BE00097444|ASSEMBLÉE CHRÉTIENNE DES TÉMOINS DE JÉHOVAH DE SAINT-GHISLAIN ASBL|417870258|RUE DES MARTYRS|42||7330|SAINT-GHISLAIN|1
BE00098344|LAMBRECHTS EN NICOLAERS NV|418048818|LUIKERSTEENWEG|222||3700|TONGEREN|1
BE00098674|ASSOCIATION DE COMITES DE QUARTIER UCCLOIS ASBL|418110283|RUE DES BIGARREAUX|34||1180|UCCLE|1
BE00098715|STUDENTENSPORT VLAANDEREN VZW|418115035|TERVUURSEVEST|101||3001|LEUVEN|1
BE00098887|EXTENTED-COVERAGE BV|418146016|BRUGSE STEENWEG|7||9940|EVERGEM|1
BE00099641|IMPRIMERIE GOYENS DRUKKERIJ SRL|418288546|RUE DES CHARRONS, NEERH.|10||1357|HÉLÉCINE|1
BE00099739|SERVICE D'AIDE AUX JUSTICIABLES DE L'ARRONDISSEMENT JUDICIAIRE DU LUXEMBOURG - DIVISION ARLON ASBL|418309431|RUE DE LA BANQUE|12||6700|ARLON|1
BE00100399|SPARKTECH BV|418440380|RUYSEVELTSLEI|10||2950|KAPELLEN|1
BE00100551|DELOITTE BELASTINGCONSULENTEN/CONSEILS FISCAUX BV|418466314|LUCHTHAVEN BRUSSEL NATIONAAL|1 J||1930|ZAVENTEM|1
BE00101016|ASSOCIATION BELGE DE MÉDECINE NUCLÉAIRE - BELGISCHE VERENIGING VOOR NUCLEAIRE GENEESKUNDE VZW|418553416|AVENUE HIPPOCRATE|10||1200|WOLUWE-SAINT-LAMBERT|1
BE00101806|CONGRÉGATION CHRÉTIENNE EN BELGIQUE ASBL|418708913|RUE A. RAICK|28||4101|SERAING|1
BE00103108|TRANSPORTS BRUYER SPRL|418938248|AVENUE DE LA LIBÉRATION|120||5660|COUVIN|1
BE00103411|MECHELS VLEESBEDRIJF NV|418997537|BAREELSTRAAT|67||2580|PUTTE|1
BE00103417|NEUTRAAL ZIEKENFONDS VLAANDEREN|418999418|STATIEPLEIN|12||9300|AALST|1
BE00103630|ALELEK NV|419034753|PICKARDSTRAAT|25||3570|ALKEN|1
BE00103763|IMMO-ZUID NV|419062368|EMIEL VERMEULENSTRAAT|101||2980|ZOERSEL|1
BE00104207|LISENS INVEST NV|419149668|NEUSENBERG|5||3583|BERINGEN|1
BE00105033|DEVAKOR BVBA|419296752|KOUTERMOLENSTRAAT|88||8610|KORTEMARK|1
BE00105063|CERCLE ROYAL LES CANONNIERS NIVELLOIS ASBL|419302294|ALLÉE DES ROSES|10||1400|NIVELLES|1
BE00106056|TALEMCO NV|419476401|SINT-AMANDSESTEENWEG|65||2880|BORNEM|1
BE00106079|MOORTGAT MOMETAL BV|419481844|KLUIZENHOF|25||9170|SINT-GILLIS-WAAS|1
BE00106083|EUROFINS ECCA BTX BV|419482240|AMBACHTSWEG|5||9820|MERELBEKE|1
BE00106870|COVEBAT SRL|419620416|RUE DU BOSQUET|3||4890|THIMISTER-CLERMONT|1
BE00107426|LINEA SPRL|419715634|AVENUE DE L'OBSERVATOIRE|114||1180|UCCLE|1
BE00107452|OERLIKON BALZERS COATING BENELUX NV|419720285|NIJVERHEIDSLAAN|5470||3800|SINT-TRUIDEN|1
BE00108329|APOTHEEK JORISSEN NV|419890828|TONGERSESTEENWEG|47B||3730|HOESELT|1
BE00108760|PLASTIQUES OBRA SA|419976544|PLACE GEORGES-ISTA|28||4030|LIÈGE|1
BE00108854|LOYSON NV|419993073|BREMLAAN|23||8200|BRUGGE|1
BE00109056|S.P.R.L. DEFECHEREUX ET FILS SPRL|420035140|RUE VICTOR DELREZ|33||4845|JALHAY|1
BE00109347|CLUB DE LA PRESSE DU HAINAUT - CENTRE CULTUREL DE LA COMMUNICATION ASBL|420084036|RUE DE NIMY|106||7000|MONS|1
BE00109380|NIEUWENHOVE NV|420089479|OCTAAF SOUDANSTRAAT|28||9051|GENT|1
BE00109524|FONDATION VAN GOETHEM - BRICHANT SON|420118183|RUE D'EGMONT|11||1000|BRUXELLES|1
BE00110591|FOTORAMA BVBA|420338711|ROESELARESTRAAT|22||8560|WEVELGEM|1
BE00110933|ELECTRO 80 NV|420401463|VILVOORDSESTEENWEG|156||1820|STEENOKKERZEEL|1
BE00111676|DE KEMPISCHE AANSPANNING VZW|420513014|KAULILLERWEG|24||3990|PEER|1
BE00112250|ZONNELIED VZW|420607638|KLOOSTERSTRAAT|7||1761|ROOSDAAL|1
BE00112365|ACACIA NV|420628919|NINOOFSESTEENWEG|60||1500|HALLE|1
BE00112417|COLEMONT HAARD EN DECOR BV|420640401|DIESTERSTEENWEG|18||3510|HASSELT|1
BE00112469|SOCIETE PUBLIQUE DE GESTION DE L'EAU SA|420651980|RUE DES ECOLES|17-19||4800|VERVIERS|1
BE00113766|BIENVENUE AUX TOUT PETITS ASBL|420909427|PLACE DES 3 FERS|38||6880|BERTRIX|1
BE00114101|WORLD WIDE FUND FOR NATURE - BELGIQUE - COMMUNAUTÉ FRANCOPHONE ASBL|420952383|BOULEVARD EMILE JACQMAIN|90||1000|BRUXELLES|1
BE00114486|MOLENFONDS MEERHOUT VZW|421027213|LINDESTRAAT|55||2450|MEERHOUT|1
BE00116256|MOTO-CLUB MOLIGNARD ASBL|421347115|CHEMIN DES ETANGS|2||5100|NAMUR|1
BE00116655|CABINET DE CONSEILS ET D'ASSURANCES SA|421411946|AVENUE HANSEN-SOULIE|71||1040|ETTERBEEK|1
BE00116884|KORDEKOR CENTRUM NV|421456090|VIERSCHAARSTRAAT|8||8500|KORTRIJK|1
BE00117145|BRUYERE, OLIVIER & C° SRL|421508649|CHAUSSÉE DE MONS|5A||1400|NIVELLES|1
BE00117369|MOEDIGE VISSERS WINKELOM VZW|421542303|ZAMMELSEWEG|103||2440|GEEL|1
BE00117650|CONSTRUCTIE INDUSTRIE NV|421593573|HENDEKENSTRAAT|1||9960|ASSENEDE|1
BE00118000|PHARMAYOU OUPEYE SRL|421663552|AVENUE REINE ASTRID|23||4680|OUPEYE|1
BE00118047|LEAN'S DISTRIBUTION BVBA|421675331|BREDASEWEG|5||2322|HOOGSTRATEN|1
BE00118241|BERENSCHOT BELGIUM NV NV|421710171|ROND-POINT ROBERT SCHUMAN|6||1040|BRUXELLES|1
BE00119349|CENTRE SCOLAIRE SAINT-LAMBERT ASBL|421894372|RUE ELISA DUMONCEAU|75||4040|HERSTAL|1
BE00119813|IMMO GIRIM NV|421964153|MARIA VAN BOURGONDIËLAAN|28||8000|BRUGGE|1
BE00120255|SITA WOOD NV|422039773|HULSDONK|20||9042|GENT|1
BE00120471|LES SABOTIERS D'AWENNE ASBL|422078771|RUE DU SOUVENIR, AWENNE|3||6870|SAINT-HUBERT|1
BE00122273|VAN GELDER-FIDUCIAIRE NV|422382441|BORKELSTRAAT|61||2900|SCHOTEN|1
BE00123677|LES ATELIERS DE LA MEUSE SA|422630780|RUE ERNEST-SOLVAY|107||4000|LIÈGE|1
